2.143917	2.854640	ZAPAL
3.165949	3.941283	SWIATLO
4.469921	4.816472	W
5.444962	5.967726	KUCHNI
6.819419	7.706355	OTWORZ
8.047032	8.505184	DRZWI
9.168917	9.491973	DO
10.091095	10.766576	GARAZU
11.406814	11.976568	WLACZ
12.393604	13.315782	ZMYWARKE
14.096990	14.807713	WYLACZ
15.136643	15.906104	TELEWIZOR
16.757797	17.562500	PODNIES
17.797450	18.525794	ROLETY
19.030936	19.459720	W
20.011852	20.881166	SYPIALNI
21.627132	22.508194	ZAMKNIJ
23.013336	23.665322	BRAME
24.282065	25.063273	ZWIEKSZ
25.333466	26.226275	OGRZEWANIE
26.878261	27.330539	O
28.000146	28.634511	JEDEN
29.110284	29.815134	STOPIEN
30.514110	31.295318	ZAKREC
31.923809	32.505309	WODE
33.157295	33.562584	W
34.185201	34.937040	LAZIENCE
35.659511	36.352613	USTAW
36.822513	37.427508	ALARM
38.073620	38.825460	PRZYCISZ
39.383466	39.935598	RADIO
40.646321	41.198453	ZMIEN
41.868060	42.431940	KANAL
43.142663	43.771154	PODLEJ
44.288043	45.075125	KWIATKI
45.732985	46.525941	ZAPARZ
47.113315	47.730059	KAWE
48.405539	49.128010	WYLACZ
49.633152	50.226401	ALARM
50.802028	51.224937	W
51.876923	52.517161	GARAZU
53.204390	54.014967	ZAGOTUJ
54.584720	55.148599	WODE
