1.320858	1.942439	ZAPAL
2.136682	2.991355	SWIATLO
3.224448	3.690633	W
4.001423	4.661852	KUCHNI
5.011491	5.710769	OTWORZ
5.982711	6.604291	DRZWI
6.837384	7.303569	DO
7.303569	8.352486	GARAZU
8.546729	9.246007	WLACZ
9.469388	10.474600	ZMYWARKE
10.712548	11.547797	WYLACZ
11.819738	12.669555	TELEWIZOR
13.194014	13.883579	PODNIESC
14.417750	15.194725	ROLETY
15.291847	15.325840	W
15.325840	16.258210	SYPIALNI
16.452454	17.248854	ZAMKNIJ
17.418817	18.113239	BRAME
18.526007	19.196149	ZWIEKSZ
19.531219	20.589848	OGRZEWANIE
20.769524	21.094882	O
21.371680	21.939843	JEDEN
22.036965	22.779948	STOPIEN
23.017896	23.799728	ZAKREC
24.299906	24.892350	WODE
25.212852	25.581915	W
26.009252	26.970759	LAZIENCE
27.339822	27.946834	USTAW
28.247912	28.913197	ALARM
29.515353	30.365170	PRZYCISZ
30.607975	31.399519	RADIO
31.666604	32.346457	ZMIEN
32.861204	33.550769	KANAL
34.070372	34.779362	PODLEJ
35.104720	35.969105	KWIATKI
36.474139	37.251115	ZAPARZ
37.586185	38.232046	KAWE
38.727368	39.572329	WYLACZ
39.727724	40.349304	ALARM
40.528980	41.004877	W
41.203977	42.112067	GARAZU
42.379152	43.248394	ZAGOTUJ
43.403789	44.103066	WODE
