0.413541	1.361070	ZAPAL
1.858925	2.862665	SWIATLO
3.573312	4.123361	W
4.926353	5.705254	KUCHNI
6.845502	7.684628	OTWORZ
8.174453	8.856996	DRZWI
9.455224	10.057468	DO
11.045147	12.028812	GARAZU
13.558511	14.530130	WLACZ
15.248808	16.425190	ZMYWARKE
18.091397	19.247705	WYLACZ
20.693090	21.797203	TELEWIZOR
23.917100	24.920840	PODNIES
25.932609	26.960438	ROLETY
28.899662	29.481831	W
31.027589	32.216017	SYPIALNI
34.002673	35.094741	ZAMKNIJ
36.102495	37.058055	BRAME
38.607829	39.780196	ZWIEKSZ
40.555083	41.723435	OGRZEWANIE
42.771339	43.237074	O
44.441562	45.324852	JEDEN
46.661833	47.673602	STOPIEN
49.809559	51.130480	ZAKREC
52.808732	53.812472	WODE
55.687457	56.273640	W
57.867579	58.971692	LAZIENCE
62.452660	63.364055	USTAW
65.271160	66.090211	ALARM
68.206093	69.189758	PRZYCISZ
70.285841	71.217311	RADIO
73.730675	74.714339	ZMIEN
76.360471	77.243762	KANAL
79.359645	80.291115	PODLEJ
82.965076	83.896546	KWIATKI
86.462104	87.518038	ZAPARZ
89.397038	90.260253	KAWE
92.873991	94.086508	WYLACZ
96.005657	96.880918	ALARM
98.695679	99.317997	W
100.586723	101.610537	GARAZU
103.541732	104.637815	ZAGOTUJ
106.223723	107.111029	WODE
