1.642055	2.298878	ZAPAL
3.010435	3.995668	SWIATLO
4.488285	4.871431	W
6.075605	6.841897	KUCHNI
8.155542	9.086040	OTWORZ
9.688127	10.344949	DRZWI
11.658593	12.096474	DO
12.862767	13.629059	GARAZU
14.723763	15.708996	WLACZ
16.256348	17.351052	ZMYWARKE
18.172147	19.102033	WYLACZ
19.430988	20.416222	TELEWIZOR
21.456190	22.331953	PODNIES
22.879305	23.919273	ROLETY
24.576095	25.013977	W
25.725534	26.710767	SYPIALNI
27.422324	28.626498	ZAMKNIJ
29.228585	30.049613	BRAME
30.815906	32.020079	ZWIEKSZ
32.020079	33.333724	OGRZEWANIE
34.373692	34.866309	O
35.687336	36.782040	JEDEN
37.219921	38.259890	STOPIEN
39.135653	40.339827	ZAKREC
41.160854	42.036617	WODE
42.693439	43.076586	W
44.007084	45.265993	LAZIENCE
46.251226	47.181724	USTAW
47.838546	48.987985	ALARM
49.535337	50.684775	PRZYCISZ
51.232127	51.998420	RADIO
53.038388	53.914151	ZMIEN
55.008854	55.939353	KANAL
56.869851	57.690878	PODLEJ
58.511906	59.442404	KWIATKI
60.153961	61.522341	ZAPARZ
62.343368	63.109661	KAWE
64.259100	65.463274	WYLACZ
66.120096	67.050594	ALARM
67.762151	68.035827	W
69.021060	69.896823	GARAZU
70.882056	72.031495	ZAGOTUJ
72.852523	73.728286	WODE
