0.761273	1.522546	ZAPAL
1.522546	2.283820	SWIATLO
2.501326	2.773210	W
2.990716	3.643236	KUCHNI
4.730769	5.600796	OTWORZ
5.818302	6.470822	DRZWI
6.905836	7.340849	DO
7.340849	7.993369	GARAZU
8.645889	9.189655	WLACZ
9.189655	10.114058	ZMYWARKE
10.820955	11.255968	WYLACZ
11.473475	12.125995	TELEWIZOR
12.561008	13.539788	PODNIES
13.539788	14.083554	ROLETY
14.083554	14.355438	W
14.355438	15.171088	SYPIALNI
15.932361	16.476127	ZAMKNIJ
16.693634	17.237401	BRAME
18.053050	18.651194	ZWIEKSZ
18.651194	19.575597	OGRZEWANIE
19.575597	20.010610	O
20.010610	20.554377	JEDEN
20.554377	21.587533	STOPIEN
22.294430	23.164456	ZAKREC
22.946950	23.653846	WODE
23.653846	23.925729	W
23.925729	24.523873	LAZIENCE
25.285146	25.828912	USTAW
26.046419	26.590186	ALARM
27.514589	28.167109	PRZYCISZ
28.167109	28.819629	RADIO
29.417772	30.070292	ZMIEN
30.070292	30.831565	KANAL
31.538462	32.082228	PODLEJ
32.082228	33.006631	KWIATKI
33.496021	34.148541	ZAPARZ
34.366048	35.018568	KAWE
35.453581	36.106101	WYLACZ
36.323607	36.921751	ALARM
37.139257	37.411141	W
37.248011	37.846154	GARAZU
38.607427	39.423077	ZAGOTUJ
39.423077	40.075597	WODE
