2.446518	3.208170	ZAPAL
3.531295	4.362188	SWIATLO
4.685313	5.100759	W
5.677768	6.185536	KUCHNI
7.431875	8.008884	OTWORZ
8.539732	9.070580	DRZWI
9.786071	10.224598	DO
10.778527	11.286295	GARAZU
12.578795	13.040402	WLACZ
13.640491	14.171339	ZMYWARKE
15.325357	16.017768	WYLACZ
16.525536	17.287188	TELEWIZOR
18.118080	18.695089	PODNIES
19.156697	19.872188	ROLETY
20.287634	20.749241	W
21.210848	21.880179	SYPIALNI
22.803393	23.565045	ZAMKNIJ
23.865089	24.465179	BRAME
25.503795	26.173125	ZWIEKSZ
26.542411	27.350223	OGRZEWANIE
27.996473	28.342679	O
29.058170	29.704420	JEDEN
30.212188	30.789197	STOPIEN
32.058616	32.774107	ZAKREC
33.212634	33.766563	WODE
34.251250	34.712857	W
35.289866	36.143839	LAZIENCE
37.067054	37.644063	USTAW
38.082589	38.659598	ALARM
39.467411	40.159822	PRZYCISZ
40.552188	41.221518	RADIO
42.237054	42.744822	ZMIEN
43.644956	44.175804	KANAL
45.237500	45.791429	PODLEJ
46.276116	46.645402	KWIATKI
47.730179	48.353348	ZAPARZ
48.838036	49.299643	KAWE
50.269018	50.961429	WYLACZ
51.723081	52.300089	ALARM
52.877098	53.315625	W
54.008036	54.677366	GARAZU
55.646741	56.408393	ZAGOTUJ
56.985402	57.539331	WODE
