2.404400	2.962678	ZAPAL
3.597084	4.307619	SWIATLO
4.865897	5.176756	W
5.982452	6.540730	KUCHNI
9.160828	9.934804	OTWORZ
10.423296	10.899101	DRZWI
11.723829	12.104473	DO
12.764256	13.449415	GARAZU
14.210702	15.067151	WLACZ
15.606396	16.621446	ZMYWARKE
17.446175	18.029829	WYLACZ
18.562730	19.469931	TELEWIZOR
20.364444	21.201860	PODNIES
21.525408	22.337448	ROLETY
22.895725	23.212929	W
23.676045	24.545182	SYPIALNI
25.160556	26.181950	ZAMKNIJ
26.626035	27.330226	BRAME
27.742590	28.630759	ZWIEKSZ
29.119252	29.975700	OGRZEWANIE
30.660859	30.984406	O
31.802791	32.513326	JEDEN
32.970098	33.934396	STOPIEN
34.454609	35.374498	ZAKREC
35.831271	36.579870	WODE
37.023955	37.410943	W
38.058037	38.812981	LAZIENCE
39.517172	40.189643	USTAW
40.843081	41.502864	ALARM
42.181679	42.923934	PRZYCISZ
43.374362	44.281564	RADIO
44.763712	45.448871	ZMIEN
46.064245	46.781125	KANAL
47.275962	47.853271	PODLEJ
48.462301	49.210901	KWIATKI
49.934124	50.879390	ZAPARZ
51.329818	51.951536	KAWE
52.630351	53.461423	WYLACZ
53.816691	54.444753	ALARM
55.047439	55.364643	W
56.163995	56.792057	GARAZU
57.439151	58.219471	ZAGOTUJ
59.031511	59.602477	WODE
