0.344163	1.240286	ZAPAL
1.980561	2.902658	SWIATLO
3.746832	4.292298	W
5.240369	5.948177	KUCHNI
7.175475	8.000168	OTWORZ
8.682000	9.415782	DRZWI
10.324892	10.889838	DO
11.630114	12.435325	GARAZU
14.123672	14.941871	WLACZ
15.760070	16.935420	ZMYWARKE
19.104296	20.006912	WYLACZ
20.441986	21.390058	TELEWIZOR
22.844634	23.682314	PODNIES
24.188818	25.175852	ROLETY
25.968076	26.558998	W
27.390184	28.390205	SYPIALNI
29.766857	30.792853	ZAMKNIJ
31.559102	32.344833	BRAME
33.929282	34.857873	ZWIEKSZ
35.318921	36.448815	OGRZEWANIE
37.305976	37.767025	O
38.383921	39.286537	JEDEN
40.026812	40.883973	STOPIEN
42.260625	43.325583	ZAKREC
44.104820	44.955487	WODE
45.682775	46.325645	W
47.117870	48.143865	LAZIENCE
49.825719	50.617943	USTAW
51.514066	52.208885	ALARM
53.579044	54.475167	PRZYCISZ
55.312847	56.144033	RADIO
57.280420	58.144075	ZMIEN
58.845388	59.689562	KANAL
60.851924	61.689603	PODLEJ
62.650663	63.592241	KWIATKI
64.579274	65.507865	ZAPARZ
66.300090	67.085820	KAWE
68.209221	69.163786	WYLACZ
69.891074	70.702779	ALARM
71.514485	72.215798	W
72.865162	73.761285	GARAZU
75.144431	76.267831	ZAGOTUJ
77.150966	77.995140	WODE
