2.031436	2.834562	ZAPAL
3.141640	3.968387	SWIATLO
4.511679	4.913242	W
5.645503	6.141552	KUCHNI
7.582454	8.172988	OTWORZ
8.645415	9.165085	DRZWI
9.850104	10.251667	DO
10.724094	11.432735	GARAZU
12.566560	13.086230	WLACZ
13.653142	14.409026	ZMYWARKE
15.283016	15.873550	WYLACZ
16.345977	17.054617	TELEWIZOR
18.093957	18.708112	PODNIES
19.015190	19.723830	ROLETY
20.432471	20.810412	W
21.471810	22.133208	SYPIALNI
23.267033	23.975674	ZAMKNIJ
24.329994	24.920528	BRAME
26.361431	26.999207	ZWIEKSZ
27.755090	28.510974	OGRZEWANIE
29.408585	29.692041	O
30.518789	31.156565	JEDEN
31.747099	32.314012	STOPIEN
33.447837	34.109234	ZAKREC
34.912361	35.573758	WODE
36.424127	36.707583	W
37.416224	38.101243	LAZIENCE
39.258690	39.707495	USTAW
40.605107	41.384611	ALARM
42.329466	42.872757	PRZYCISZ
43.297941	43.864853	RADIO
44.856950	45.471106	ZMIEN 
46.156125	46.746659	KANAL
47.785998	48.376532	PODLEJ
49.156037	49.415872	KWIATKI
50.596939	51.258337	ZAPARZ
51.919735	52.392162	KAWE
53.289774	54.022035	WYLACZ
54.636191	55.226725	ALARM
55.840880	56.266064	W
56.903841	57.423510	GARAZU
58.368365	59.100627	ZAGOTUJ
59.643918	60.069102	WODE
