2.362040	3.029207	ZAPAL
3.517788	4.275933	SWIATLO
4.627380	5.118234	W
5.613855	6.323927	KUCHNI
7.405713	8.177738	OTWORZ
8.477969	9.221400	DRZWI
9.778973	10.317484	DO
10.713027	11.628019	GARAZU
12.814648	13.643860	WLACZ
14.230026	15.283220	ZMYWARKE
16.360241	17.294295	WYLACZ
17.666010	18.719204	TELEWIZOR
20.534890	21.564256	PODNIES
22.078939	23.227444	ROLETY
24.132904	24.695243	W
25.743671	26.815927	SYPIALNI
28.112165	29.236842	ZAMKNIJ
29.823008	30.738000	BRAME
31.938927	32.949230	ZWIEKSZ
33.378132	34.507575	OGRZEWANIE
35.231943	35.660846	O
36.108810	36.985677	JEDEN
37.676687	38.539257	STOPIEN
40.740955	41.860867	ZAKREC
42.399378	43.276245	WODE
44.200767	44.739278	W
45.535130	46.707463	LAZIENCE
48.037060	48.818616	USTAW
49.457204	50.253056	ALARM
51.534997	52.464286	PRZYCISZ
52.945609	53.941616	RADIO
54.885201	55.790661	ZMIEN
56.324407	57.239398	KANAL
58.392669	59.374379	PODLEJ
60.446634	61.442641	KWIATKI
63.015283	64.035117	ZAPARZ
64.626049	65.488620	KAWE
68.166876	69.191476	WYLACZ
69.777643	70.544901	ALARM
71.069115	71.669579	W
72.217620	73.227924	GARAZU
74.514631	75.620246	ZAGOTUJ
76.096804	77.059451	WODE
