0.370234	0.987291	ZAPAL
1.192977	2.056856	SWIATLO
2.427090	2.879599	W
3.290970	3.908027	KUCHNI
4.813043	5.553512	OTWORZ
5.923746	6.458528	DRZWI
6.952174	7.445819	DO
7.816054	8.474247	GARAZU
9.173579	9.667224	WLACZ
9.872910	10.860201	ZMYWARKE
11.477258	12.176589	WYLACZ
12.423411	13.287291	TELEWIZOR
14.110033	14.685953	PODNIES
14.891639	15.549833	ROLETY
15.714381	16.166890	W
16.454849	17.442140	SYPIALNI
18.100334	18.840803	ZAMKNIJ
18.840803	19.581271	BRAME
20.074916	21.062207	ZWIEKSZ
21.309030	22.214047	OGRZEWANIE
22.666555	22.913378	O
23.407023	24.065217	JEDEN
24.065217	24.887960	STOPIEN
25.628428	26.410033	ZAKREC
26.615719	27.191639	WODE
27.520736	27.932107	W
28.220067	29.207358	LAZIENCE
29.947826	30.606020	USTAW
31.017391	31.593311	ALARM
32.169231	33.033110	PRZYCISZ
33.238796	34.143813	RADIO
34.514047	35.254515	ZMIEN
35.583612	36.200669	KANAL
37.023411	37.640468	PODLEJ
38.010702	38.668896	KWIATKI
39.327090	40.149833	ZAPARZ
40.437793	41.095987	KAWE
41.795318	42.618060	WYLACZ
42.947157	43.646488	ALARM
43.975585	44.469231	W
44.921739	45.662207	GARAZU
46.279264	47.143144	ZAGOTUJ
47.472241	48.089298	WODE
