0.299735	1.079045	ZAPAL
1.079045	2.277984	SWIATLO
2.277984	2.937401	W
3.177188	4.316180	KUCHNI
4.915650	5.874801	OTWORZ
6.114589	6.893899	DRZWI
7.313528	8.032891	DO
8.032891	8.872149	GARAZU
9.471618	10.190981	WLACZ
10.190981	11.150133	ZMYWARKE
11.629708	12.289125	WYLACZ
12.289125	13.488064	TELEWIZOR
13.967639	14.687003	PODNIES
14.687003	15.706101	ROLETY
15.706101	16.305570	W
16.305570	17.744297	SYPIALNI
18.103979	18.763395	ZAMKNIJ
19.063130	19.902387	BRAME
20.262069	20.981432	ZWIEKSZ
20.981432	22.180371	OGRZEWANIE
22.180371	22.899735	O
22.659947	23.439257	JEDEN
23.439257	24.398408	STOPIEN
24.698143	25.597347	ZAKREC
25.597347	26.316711	WODE
26.316711	27.096021	W
27.096021	28.294960	LAZIENCE
28.654642	29.314058	USTAW
29.314058	30.153316	ALARM
30.872679	31.651989	PRZYCISZ
31.651989	32.191512	RADIO
32.731034	33.630239	ZMIEN
33.630239	34.589390	KANAL
35.188859	35.788329	PODLEJ
35.788329	36.627586	KWIATKI
37.227056	37.946419	ZAPARZ
38.186207	38.785676	KAWE
39.085411	39.864721	WYLACZ
39.864721	40.703979	ALARM
40.703979	41.603183	W
41.603183	42.562334	GARAZU
42.862069	43.941114	ZAGOTUJ
43.941114	44.840318	WODE
